Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Suspended Entry Date,Terminated Date,Terminated Entry Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date,Full Address,location,Latitude,Longitude
Toronto,Toronto C01,Bay Street Corridor,2736,Yc Condo,7,5208,7,Grenville,7 Grenville St 5208‚ Toronto,M4Y 1A1,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,600-699,0-5,Sold,E,,0,,"Bike Storage, Concierge, Indoor Pool, Party/Meeting Room, Security Guard, Security System",483.55,3358.02,C8010022,1/19/2024,829000,829000,829000,829000,100,1/31/2024,4/2/2024,12,659 Sqft. As Per Builder,,,,,,,EXPRESS REALTY INC.,1/19/2024,"MASTER`S TRUST REALTY INC., BROKERAGE",2/8/2024,"7 Grenville st, Toronto, ON, Canada","7 Grenville St, Toronto, ON M4Y 0E9, Canada",43.6619393,-79.3838729
Toronto,Toronto C01,Bay Street Corridor,2845,,4,5204,11,Wellesley,11 Wellesley St W 5204‚ Toronto,M4Y 0G4,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,500-599,0-5,Sold,S,,1,,"Bike Storage, Concierge, Exercise Room, Indoor Pool, Security Guard, Visitor Parking",542.97,3284.73,C8012430,1/20/2024,859000,835000,859000,835000,97,2/7/2024,4/1/2024,21,578,,,,,,,REAL ONE REALTY INC.,1/17/2024,"AIMHOME REALTY INC., BROKERAGE",2/14/2024,"11 Wellesley st, Toronto, ON, Canada","11 Wellesley St E, Toronto, ON M4Y 3A6, Canada",43.6651161,-79.3841772
Toronto,Toronto C01,Trinity-Bellwoods,261,Nero,9,309,205,Manning,205 Manning Ave 309‚ Toronto,M6J 0E2,2,,2,2,2,Jlte,Condo Apt‚ Apartment,800-899,2024-06-10 0:00,Sold,S,Y,1,,"Gym, Party/Meeting Room",892.65,3564.56,C8028058,1/29/2024,849000,837000,849000,837000,99,2/12/2024,5/1/2024,14,Builder Floorplans,,,,,766110035,1.90E+14,ROYAL LEPAGE ESTATE REALTY,1/29/2024,"RIGHT AT HOME REALTY, BROKERAGE",2/12/2024,"205 Manning st, Toronto, ON, Canada","205 Manning Ave, Toronto, ON M6J 0E2, Canada",43.6516048,-79.4106931
Toronto,Toronto C01,Kensington-Chinatown,2552,,20,920,297,College,297 College St 920‚ Toronto,M5T 1S2,2,,2,2,2,Open,Condo Apt‚ Apartment,700-799,2024-06-10 0:00,Sold,Nw,,0,,,621.21,3651.18,C8031754,1/30/2024,788000,838000,788000,838000,106,2/4/2024,3/7/2024,5,763 As Per Builder,,,,,765510105,1.90E+14,AIMHOME REALTY INC.,1/30/2024,"KELLER WILLIAMS EMPOWERED REALTY, BROKERAGE",2/8/2024,"297 College st, Toronto, ON, Canada","297 College St, Toronto, ON M5T 0C2, Canada",43.6575255,-79.4015589
Toronto,Toronto C01,Niagara,2859,,2,602,49,East Liberty,49 East Liberty St 602‚ Toronto,M6K 0B2,2,,2,2,2,Open,Condo Apt‚ Apartment,700-799,0-5,TER,Se,Y,1,,"Gym, Media Room, Outdoor Pool, Party/Meeting Room, Security Guard",535.96,3211.44,C7391384,1/10/2024,849999,849999,849999,,,,,30,Builder,,,2/9/2024,2/9/2024,768590149,1.90E+14,HARBOUR MARKETING REAL ESTATE,1/10/2024,,2/9/2024,"49 East Liberty st, Toronto, ON, Canada","49 E Liberty St, Toronto, ON M6K 0B2, Canada",43.63883,-79.411635
Toronto,Toronto C01,Waterfront Communities C1,2546,,2,1502,11,Charlotte,11 Charlotte St 1502‚ Toronto,M5V 0M6,2,,2,2,2,Terr,Condo Apt‚ Apartment,800-899,,Sold,S,Y,1,Owned,"Bbqs Allowed, Concierge, Exercise Room, Outdoor Pool, Rooftop Deck/Garden",910.92,3871,C7389968,1/10/2024,898000,850000,898000,850000,95,2/9/2024,2/28/2024,30,842 Sq Ft + 170 Sq Ft Terrace Per Mpac,,,,,,,HARVEY KALLES REAL ESTATE LTD.,1/10/2024,"RE/MAX REALTRON REALTY INC., BROKERAGE",2/12/2024,"11 Charlotte st, Toronto, ON, Canada","11 Charlotte St, Toronto, ON M5V 0M6, Canada",43.6464437,-79.3935842
Toronto,Toronto C01,Niagara,2731,,6,706,150,East Liberty,150 East Liberty St 706‚ Toronto,M6K 3R5,2,1,2Ã‚Â +Ã‚Â 1,3,2,Open,Condo Apt‚ Apartment,700-799,2024-06-10 0:00,TER,S,Y,1,Owned,"Concierge, Guest Suites, Gym, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",631.37,2705,C7385352,1/8/2024,850000,850000,850000,,,,,37,745Sf Per Builder,,,2/14/2024,2/14/2024,763710124,,IPRO REALTY LTD.,1/8/2024,,2/14/2024,"150 East Liberty st, Toronto, ON, Canada","150 E Liberty St, Toronto, ON M6K 3R5, Canada",43.6387616,-79.4162413
Toronto,Toronto C01,Waterfront Communities C1,3022,,1,1301,470,Front,470 Front St W 1301‚ Toronto,M5V 0V6,1,,1,1,1,,Condo Apt‚ Apartment,500-599,0-5,TER,W,,0,,"Concierge, Gym, Indoor Pool, Media Room, Party/Meeting Room, Recreation Room",465.94,1,C8052164,2/7/2024,869000,869000,869000,,,,,5,Builder,,,2/12/2024,2/12/2024,,,CENTURY 21 PERCY FULTON LTD.,2/7/2024,,2/12/2024,"470 Front st, Toronto, ON, Canada","470 Front St W, Toronto, ON M5V 0V6, Canada",43.6426557,-79.3960844
Toronto,Toronto C01,Kensington-Chinatown,1946,9T6 Condominium Residences,10,1010,96,St Patrick,96 St Patrick St 1010‚ Toronto,M5T 1V2,2,,2,2,2,Open,Condo Apt‚ Apartment,800-899,2024-11-15 0:00,Sold,Sw,,0,Owned,,771.4,3504,C7201984,10/10/2023,900000,870000,900000,870000,97,2/14/2024,4/1/2024,128,842 Mpac,,,,,129460164,1.90E+14,RE/MAX CROSSTOWN REALTY INC.,10/9/2023,"RE/MAX EXCEL ADVANTAGE REALTY, BROKERAGE",2/14/2024,"96 St Patrick st, Toronto, ON, Canada","96 St Patrick St, Toronto, ON M5T 1V2, Canada",43.6529107,-79.3899674
Toronto,Toronto C01,Niagara,2424,,38,938,1030,King,1030 King St W 938‚ Toronto,M6K 0B4,2,,2,2,2,Terr,Condo Apt‚ Apartment,700-799,,Sold,Sw,Y,1,Owned,"Concierge, Exercise Room, Guest Suites, Gym, Recreation Room, Visitor Parking",524.76,2998.2,C8036134,2/1/2024,880800,870000,880800,870000,99,2/9/2024,3/4/2024,8,As Per Builder,,,,,764240558,1.90E+14,RE/MAX REALTRON REALTY INC.,2/1/2024,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",2/12/2024,"1030 King st, Toronto, ON, Canada","1030 King St W, Toronto, ON M6K 0B4, Canada",43.6415878,-79.415938
Toronto,Toronto C01,Niagara,2321,King West Condominiums,43,Th121,85,East Liberty,85 East Liberty St Th121‚ Toronto,M6K 3R4,2,,2,2,2,Terr,Condo Townhouse‚ Apartment,900-999,,Sold,W,Y,1,Owned,"Bbqs Allowed, Concierge, Guest Suites, Indoor Pool, Party/Meeting Room, Visitor Parking",741.24,2971.58,C8028536,1/29/2024,875000,880000,875000,880000,101,2/6/2024,3/22/2024,8,Floor Plan,,,,,,,ROYAL LEPAGE SIGNATURE REALTY,1/29/2024,"SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",2/12/2024,"85 East Liberty st, Toronto, ON, Canada","85 E Liberty St, Toronto, ON M6K 3R4, Canada",43.6381606,-79.4155672
Toronto,Toronto C01,Bay Street Corridor,2278,,2,2002,832,Bay,832 Bay St 2002‚ Toronto,M5S 1Z6,2,,2,2,2,Open,Condo Apt‚ Apartment,700-799,2024-11-15 0:00,TER,W,Y,1,,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Security System, Visitor Parking",537.38,3457.95,C7290138,11/10/2023,895000,895000,895000,,,,,97,Floor Plan,,,2/14/2024,2/14/2024,,,LIVING REALTY INC.,11/9/2023,,2/14/2024,"832 Bay st, Toronto, ON, Canada","832 Bay St., Toronto, ON M5S 1Z6, Canada",43.6620809,-79.3865134
Toronto,Toronto C01,Waterfront Communities C1,2416,,10,2611,101,Peter,101 Peter St 2611‚ Toronto,M5V 0G6,2,,2,2,2,Terr,Condo Apt‚ Apartment,700-799,,TER,Nw,Y,1,Owned,"Concierge, Games Room, Guest Suites, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",705,3811,C7293218,11/12/2023,898000,898900,898900,,,,,94,772 Interior + 158 Sqft Builder Floor P,,,2/12/2024,2/12/2024,764160397,1.90E+14,RE/MAX FIND PROPERTIES,11/10/2023,,2/12/2024,"101 Peter st, Toronto, ON, Canada","101 Peter St, Toronto, ON M5V 0G6, Canada",43.6475612,-79.3927854
Toronto,Toronto C01,Kensington-Chinatown,1794,,62,Th32,68,Carr,68 Carr St Th32‚ Toronto,M5T 1B7,2,,2,2,2,Terr,Condo Townhouse‚ 3-Storey,900-999,,TER,Nw,Y,1,,"Bike Storage, Security Guard, Visitor Parking",672.98,3144,C8040920,2/2/2024,899900,899900,899900,,,,,11,Mpac,,,2/13/2024,2/13/2024,,,HOMELIFE/GTA REALTY INC.,2/2/2024,,2/13/2024,"68 Carr st, Toronto, ON, Canada","68 Carr St, Toronto, ON M5T 1B7, Canada",43.6495506,-79.4036701
Toronto,Toronto C01,Waterfront Communities C1,2338,Atmosphere,8,3808,300,Front,300 Front St W 3808‚ Toronto,M5V 0E9,2,,2,2,2,Open,Condo Apt‚ Apartment,700-799,2024-06-10 0:00,Sold,E,Y,1,,"Bike Storage, Concierge, Games Room, Outdoor Pool, Rooftop Deck/Garden, Visitor Parking",545.41,3545.15,C8014552,1/22/2024,939900,910000,939900,910000,97,2/6/2024,4/1/2024,15,767,,,,,763380589,1.90E+14,RE/MAX NIAGARA REALTY LTD.,1/22/2024,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",2/7/2024,"300 Front st, Toronto, ON, Canada","300 Front St W, Toronto, ON M5V 0E9, Canada",43.6441279,-79.3894049
Toronto,Toronto C01,Waterfront Communities C1,2848,The Lakefront,12,1615,17,Bathurst,17 Bathurst St 1615‚ Toronto,M5V 0N1,3,,3,3,2,Open,Condo Apt‚ Apartment,800-899,0-5,Sold,Sw,Y,1,Owned,,762.1,3851.07,C8048114,2/6/2024,890000,915000,890000,915000,103,2/8/2024,5/8/2024,2,Builder Floor Plan,,,,,768480287,1.90E+14,RE/MAX HALLMARK REALTY LTD.,2/6/2024,"BAY STREET INTEGRITY REALTY INC., BROKERAGE",2/9/2024,"17 Bathurst st, Toronto, ON, Canada","17 Bathurst St, Toronto, ON M5V 0N1, Canada",43.6376208,-79.3991137
Toronto,Toronto C01,Little Portugal,2218,,8,508,2,Gladstone,2 Gladstone Ave 508‚ Toronto,M6J 0B2,2,,2,2,2,Open,Condo Apt‚ Apartment,800-899,2024-06-10 0:00,TER,Sw,Y,1,,"Bbqs Allowed, Visitor Parking",899.25,3511.2,C8008032,1/18/2024,915000,915000,915000,,,,,19,872 Mpac +189 Sq Ft Exterior,,,2/6/2024,2/6/2024,,1.90E+13,ROYAL LEPAGE SIGNATURE REALTY,1/18/2024,,2/6/2024,"2 Gladstone st, Toronto, ON, Canada","2 Gladstone Ave, Toronto, ON M6J 1J6, Canada",43.6427533,-79.4274355
Toronto,Toronto C01,Bay Street Corridor,2278,Burano Condo,8,2508,832,Bay,832 Bay St 2508‚ Toronto,M5S 1Z6,2,,2,2,2,Open,Condo Apt‚ Apartment,800-899,,Sold,Se,Y,1,Owned,,570.5,3415.57,C8025534,1/26/2024,928000,920000,928000,920000,99,1/31/2024,3/26/2024,5,As Per Builder's Plan,,,,,762780252,1.90E+14,RE/MAX REALTRON YC REALTY,1/26/2024,"RE/MAX ATRIUM HOME REALTY, BROKERAGE",2/7/2024,"832 Bay st, Toronto, ON, Canada","832 Bay St., Toronto, ON M5S 1Z6, Canada",43.6620809,-79.3865134
Toronto,Toronto C01,Bay Street Corridor,2516,,7,3207,5,St Joseph,5 St Joseph St 3207‚ Toronto,M4Y 0B6,2,,2,2,2,Open,Condo Apt‚ Apartment,700-799,,Sold,W,,1,,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Sauna, Visitor Parking",752.53,4200.75,C7396558,1/12/2024,950000,925000,950000,925000,97,2/4/2024,3/14/2024,26,As Per Owner,,,,,,,RE/MAX DASH REALTY,1/9/2024,"EASTIDE REALTY, BROKERAGE",2/9/2024,"5 St Joseph st, Toronto, ON, Canada","5 St Joseph St, Toronto, ON M4Y 1Z3, Canada",43.6657586,-79.3856777
Toronto,Toronto C01,Waterfront Communities C1,2848,The Lakefront,12,1915,17,Bathurst,17 Bathurst St 1915‚ Toronto,M5V 0N1,3,,3,3,2,Open,Condo Apt‚ Apartment,800-899,0-5,Sold,Se,Y,1,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Security Guard, Visitor Parking",762.1,3851.07,C8024766,1/26/2024,950000,928000,950000,928000,98,2/9/2024,4/2/2024,14,878+50 Sqft,,,,,,1.90E+14,FIRST CLASS REALTY INC.,1/26/2024,"CONDOWONG REAL ESTATE INC., BROKERAGE",2/9/2024,"17 Bathurst st, Toronto, ON, Canada","17 Bathurst St, Toronto, ON M5V 0N1, Canada",43.6376208,-79.3991137
Toronto,Toronto C01,Waterfront Communities C1,2206,,7,3007,375,King,375 King St W 3007‚ Toronto,M5V 1K1,2,,2,2,2,Open,Condo Apt‚ Apartment,900-999,2024-11-15 0:00,TER,Ne,,1,Owned,"Bbqs Allowed, Concierge, Exercise Room, Party/Meeting Room, Visitor Parking",729.67,3626,C7056144,10/4/2023,929000,929000,929000,,,,,125,Floor Plan,,,2/6/2024,2/6/2024,,1.90E+14,RIGHT AT HOME REALTY,10/4/2023,,2/6/2024,"375 King st, Toronto, ON, Canada","375 King St W, Toronto, ON M5V 1K5, Canada",43.6457486,-79.3930826
Toronto,Toronto C01,Waterfront Communities C1,2130,,3610,3610,65,Bremner,65 Bremner Blvd 3610‚ Toronto,M5J 0A7,2,,2,2,2,Open,Condo Apt‚ Apartment,800-899,2024-11-15 0:00,Sold,E,Y,1,Owned,"Bbqs Allowed, Concierge, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",1043.18,3904.3,C8015036,1/22/2024,899900,935000,899900,935000,104,2/8/2024,3/8/2024,17,Owner,,,,,761300587,1.90E+14,"SMART FROM HOME REALTY LTD., BROKERAGE",1/22/2024,"FIRST CLASS REALTY INC., BROKERAGE",2/12/2024,"65 Bremner st, Toronto, ON, Canada","65 Bremner Blvd, Toronto, ON M5J 0A7, Canada",43.6429418,-79.3805571
Toronto,Toronto C01,Waterfront Communities C1,2547,Picasso On Richmond,12,1212,318,Richmond,318 Richmond St 1212‚ Toronto,M5V 0B4,2,1,2Ã‚Â +Ã‚Â 1,3,2,Open,Condo Apt‚ Apartment,900-999,2024-06-10 0:00,SUS,Nw,Y,1,,"Bike Storage, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Sauna",859,4157.5,C7382296,1/6/2024,959000,959000,959000,,,,,41,929 Sq Ft As Per Builder,2/13/2024,2/13/2024,,,,1.90E+14,ROYAL LEPAGE YOUR COMMUNITY REALTY,1/3/2024,,2/13/2024,"318 Richmond st, Toronto, ON, Canada","318 Richmond St W, Toronto, ON M5V 0B4, Canada",43.6489242,-79.3921998
Toronto,Toronto C01,Waterfront Communities C1,2130,Maple Leaf Square,5,3105,65,Bremner,65 Bremner Blvd 3105‚ Toronto,M5J 0A7,2,,2,2,2,Open,Comm Element Condo‚ Apartment,700-799,2024-11-15 0:00,TER,Nw,Y,1,Owned,"Concierge, Exercise Room, Indoor Pool, Media Room, Party/Meeting Room",915,3361.8,C7215696,10/13/2023,989900,969900,969900,,,,,117,788 - Mpac,,,2/7/2024,2/8/2024,761300472,1.90E+14,RE/MAX ULTIMATE REALTY INC.,10/13/2023,,2/8/2024,"65 Bremner st, Toronto, ON, Canada","65 Bremner Blvd, Toronto, ON M5J 0A7, Canada",43.6429418,-79.3805571
Toronto,Toronto C01,Bay Street Corridor,2149,,13,813,770,Bay,770 Bay St 813‚ Toronto,M5G 0A6,2,,2,2,2,Encl,Condo Apt‚ Apartment,800-899,,SUS,Nw,Y,1,Owned,"Concierge, Games Room, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",719.76,4271.83,C7294928,11/13/2023,979000,979000,979000,,,,,90,Previous Listing,2/11/2024,2/12/2024,,,761490106,1.90E+14,MEHOME REALTY (ONTARIO) INC.,11/13/2023,,2/12/2024,"770 Bay st, Toronto, ON, Canada","770 Bay St., Toronto, ON M5G 0A6, Canada",43.6600829,-79.3860086
Toronto,Toronto C01,Bay Street Corridor,876,,4,1204,1001,Bay,1001 Bay St 1204‚ Toronto,M5S 3A6,2,,2,2,2,,Condo Apt‚ Apartment,1000-1199,,EXP,Ne,Y,1,Exclusive,"Exercise Room, Indoor Pool, Recreation Room, Sauna, Security Guard, Security System",1017.98,3775,C7343974,12/6/2023,989000,989000,989000,,,,,62,Builder's Plan,,,,,,,CENTRAL CAPITAL REALTY INC.,12/6/2023,,2/7/2024,"1001 Bay st, Toronto, ON, Canada","1001 Bay St., Toronto, ON M5S 3A6, Canada",43.6655763,-79.3873824
Toronto,Toronto C01,Waterfront Communities C1,2130,Maple Leaf Square,10,2810,65,Bremner,65 Bremner Blvd 2810‚ Toronto,M5J 0A7,2,1,2Ã‚Â +Ã‚Â 1,3,2,Open,Condo Apt‚ Apartment,800-899,,TER,Se,Y,1,Owned,"Concierge, Exercise Room, Indoor Pool, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",1043.18,3703.1,C7270098,11/2/2023,989900,989900,989900,,,,,103,850 Sq Ft Per Builder's Plan,,,2/13/2024,2/13/2024,761300411,1.90E+14,SOTHEBY`S INTERNATIONAL REALTY CANADA,11/2/2023,,2/13/2024,"65 Bremner st, Toronto, ON, Canada","65 Bremner Blvd, Toronto, ON M5J 0A7, Canada",43.6429418,-79.3805571
Toronto,Toronto C01,Waterfront Communities C1,2824,King Blue Condos,19,4608,125,Blue Jays,125 Blue Jays Way 4608‚ Toronto,M5V 0N5,2,1,2Ã‚Â +Ã‚Â 1,3,2,Open,Condo Apt‚ Apartment,700-799,0-5,TER,Ne,Y,1,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",699.83,4177.54,C8042320,2/3/2024,998000,998000,998000,,,,,6,As Per Builder's Floor Plan,,,2/9/2024,2/9/2024,,,FIRST CLASS REALTY INC.,2/3/2024,,2/9/2024,"125 Blue Jays st, Toronto, ON, Canada","125 Blue Jays Way, Toronto, ON M5V 0L7, Canada",43.645753,-79.3920256
Toronto,Toronto C01,Niagara,653,,10,47,39,Tecumseth,39 Tecumseth St 47‚ Toronto,M5V 2X6,2,1,2Ã‚Â +Ã‚Â 1,3,2,Open,Condo Townhouse‚ 3-Storey,1400-1599,,TER,Ew,Y,1,,"Concierge, Games Room, Gym, Indoor Pool, Outdoor Pool, Party/Meeting Room",1188.84,3724.47,C8044266,2/5/2024,999000,999000,999000,,,,,9,Floor Plan,,,2/14/2024,2/14/2024,116530022,1.90E+14,SAGE REAL ESTATE LIMITED,2/5/2024,,2/14/2024,"39 Tecumseth st, Toronto, ON, Canada","39 Tecumseth St., Toronto, ON M5V 2X6, Canada",43.6424943,-79.4046616
Toronto,Toronto C01,Bay Street Corridor,901,The Liberties,1,701,717,Bay,717 Bay St 701‚ Toronto,M5G 2J9,2,,2,2,2,,Condo Apt‚ Apartment,900-999,31-50,TER,Se,Y,1,Owned,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Security Guard",903,3164.81,C7320558,11/24/2023,999000,999000,999000,,,,,83,Previous Listing,,,2/14/2024,2/14/2024,,,RE/MAX PROFESSIONALS INC.,11/23/2023,,2/14/2024,"717 Bay st, Toronto, ON, Canada","717 Bay St., Toronto, ON M5G 2J9, Canada",43.6588092,-79.3846555
Toronto,Toronto C01,Bay Street Corridor,2278,Burano At Bay Street,5,605,832,Bay,832 Bay St 605‚ Toronto,M5S 1Z6,2,1,2Ã‚Â +Ã‚Â 1,3,2,Jlte,Condo Apt‚ Apartment,1000-1199,,TER,Ne,Y,1,,"Bike Storage, Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room",774.78,3670.32,C8038080,2/1/2024,999990,999990,999990,,,,,11,As Per Seller,,,2/12/2024,2/12/2024,762780059,1.90E+14,HOMELIFE/FUTURE REALTY INC.,2/1/2024,,2/12/2024,"832 Bay st, Toronto, ON, Canada","832 Bay St., Toronto, ON M5S 1Z6, Canada",43.6620809,-79.3865134
Toronto,Toronto C01,Waterfront Communities C1,1441,,13,1120,270,Wellington,270 Wellington St W 1120‚ Toronto,M5V 3P5,2,,2,2,2,Open,Condo Apt‚ Apartment,1200-1399,,TER,Nw,Y,1,,"Concierge, Exercise Room, Indoor Pool, Recreation Room, Sauna, Security System",1300,4530,C7227526,10/18/2023,1045000,1045000,1045000,,,,,114,Mpac,,,2/9/2024,2/9/2024,124410236,1.90E+14,KELLER WILLIAMS REAL ESTATE ASSOCIATES,10/18/2023,,2/9/2024,"270 Wellington st, Toronto, ON, Canada","270 Wellington St W, Toronto, ON M5V 3P5, Canada",43.6450977,-79.3908351
Toronto,Toronto C01,Waterfront Communities C1,2433,York Harbour Club Condominiums,7,809,35,Bastion,35 Bastion St 809‚ Toronto,M5V 0C2,3,,3,3,2,Terr,Condo Apt‚ Apartment,1000-1199,2024-06-10 0:00,Sold,Sw,Y,2,Owned,"Exercise Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Visitor Parking",842,3349,C7310552,11/20/2023,1100000,1050000,1100000,1050000,95,1/28/2024,2/29/2024,69,Mpac 998 Sq.Ft. + 500 Sq.Ft. Terrace,,,,,764330271,1.90E+14,REAL BROKER ONTARIO LTD.,11/20/2023,"RIGHT AT HOME REALTY, BROKERAGE",2/12/2024,"35 Bastion st, Toronto, ON, Canada","35 Bastion St, Toronto, ON M5V 0C2, Canada",43.6372259,-79.4035587
Toronto,Toronto C01,Bay Street Corridor,2845,,3208,3208,11,Wellesley,11 Wellesley St W 3208‚ Toronto,M4Y 0G4,2,,2,2,2,Open,Condo Apt‚ Apartment,700-799,0-5,Sold,Nw,,1,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room",695.33,3844.41,C7374788,1/3/2024,1048000,1055000,1048000,1055000,101,2/7/2024,3/28/2024,35,Per Builder,,,,,,,NU STREAM REALTY (TORONTO) INC.,1/3/2024,"ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",2/8/2024,"11 Wellesley st, Toronto, ON, Canada","11 Wellesley St E, Toronto, ON M4Y 3A6, Canada",43.6651161,-79.3841772
Toronto,Toronto C01,Little Portugal,2210,Bohemian Embassy,26,726,1169,Queen,1169 Queen St 726‚ Toronto,M6J 0A4,2,,2,2,2,Terr,Condo Apt‚ 2-Storey,1000-1199,2024-11-15 0:00,Sold,S,Y,1,Owned,"Car Wash, Concierge, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden",836.93,3637.85,C8037182,2/1/2024,1098888,1065000,1098888,1065000,97,2/11/2024,3/15/2024,10,965 Sq.Ft Interior + Exterior,,,,,,,ROYAL LEPAGE SIGNATURE REALTY,2/1/2024,"KELLER WILLIAMS REAL ESTATE ASSOCIATES, BROKERAGE",2/12/2024,"1169 Queen st, Toronto, ON, Canada","1169 Queen St W, Toronto, ON M6J 0A4, Canada",43.6422546,-79.4258142
Toronto,Toronto C01,Kensington-Chinatown,569,One Parklane,7,Ph7,195,St Patrick,195 St Patrick St Ph7‚ Toronto,M5T 2Y8,2,1,2Ã‚Â +Ã‚Â 1,3,2,,Condo Apt‚ Apartment,1400-1599,,Sold,Ne,,1,Ensuite,"Concierge, Gym, Indoor Pool, Recreation Room, Squash/Racquet Court, Visitor Parking",1172.9,4117.57,C7402566,1/16/2024,1139000,1065000,1139000,1065000,94,2/8/2024,3/1/2024,23,1475 Sf Per Mpac,,,,,,,LIVING REALTY INC.,1/16/2024,"RIGHT AT HOME REALTY, BROKERAGE",2/8/2024,"195 St Patrick st, Toronto, ON, Canada","195 St Patrick St, Toronto, ON M5T 2Y8, Canada",43.6552484,-79.3903084
Toronto,Toronto C01,Bay Street Corridor,2516,,10,1010,5,St Joseph,5 St Joseph St 1010‚ Toronto,M4Y 0B6,2,1,2Ã‚Â +Ã‚Â 1,3,2,Open,Condo Apt‚ Apartment,800-899,,EXP,Ne,Y,1,,"Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Sauna, Security System, Visitor Parking",780.79,3924.36,C6733638,8/10/2023,1119000,1088800,1088800,,,,,183,Builder Floor Plan,,,,,,,CENTURY 21 KING`S QUAY REAL ESTATE INC.,8/10/2023,,2/10/2024,"5 St Joseph st, Toronto, ON, Canada","5 St Joseph St, Toronto, ON M4Y 1Z3, Canada",43.6657586,-79.3856777
Toronto,Toronto C01,Waterfront Communities C1,2338,,4,4204,300,Front,300 Front St 4204‚ Toronto,M5V 0E9,3,,3,3,2,Open,Condo Apt‚ Apartment,800-899,,Sold,Nw,Y,1,Owned,"Bike Storage, Concierge, Exercise Room, Games Room, Outdoor Pool, Rooftop Deck/Garden",655.36,4000,C8046014,2/5/2024,1099000,1125000,1099000,1125000,102,2/7/2024,3/6/2024,2,Builder,,,,,,,HOMELIFE NEW WORLD REALTY INC.,2/5/2024,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",2/8/2024,"300 Front st, Toronto, ON, Canada","300 Front St W, Toronto, ON M5V 0E9, Canada",43.6441279,-79.3894049
Toronto,Toronto C01,Waterfront Communities C1,2963,357 King West,8,2508,357,King,357 King St W 2508‚ Toronto,M5V 1K1,2,,2,2,2,,Condo Apt‚ Apartment,800-899,New,EXP,Se,,0,,"Concierge, Exercise Room, Media Room, Recreation Room, Rooftop Deck/Garden",542.94,0,C6016257,4/10/2023,1130000,1130000,1130000,,,,,304,As Per Floor Plan,,,,,,,"CENTURY 21 ATRIA REALTY INC., BROKERAGE",4/10/2023,,2/9/2024,"357 King st, Toronto, ON, Canada","357 King St W, Toronto, ON M5V 0S7, Canada",43.6457762,-79.3925063
Toronto,Toronto C01,Waterfront Communities C1,0,Nobu Residences,10,1810,35,Mercer,35 Mercer St 1810‚ Toronto,M5V 3C6,2,1,2Ã‚Â +Ã‚Â 1,3,2,Open,Condo Apt‚ Apartment,800-899,New,TER,Sw,Y,1,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",0,0,C7210104,10/11/2023,1385000,1140000,1140000,,,,,125,Builder Floorplan,,,2/13/2024,2/13/2024,,,SOTHEBY`S INTERNATIONAL REALTY CANADA,10/11/2023,,2/13/2024,"35 Mercer st, Toronto, ON, Canada","35 Mercer St, Toronto, ON M5V 0V1, Canada",43.6454864,-79.3909407
